"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"fBodyBodyGyroMag-meanFreq()",30,-0.06888716012,-0.456638670923077,-0.175931348782258,-0.146608517580645,-0.318309078220339,-0.0802049169128571
"fBodyBodyGyroJerkMag-mean()",30,-0.547621753230769,-0.773974451846154,-0.617578814032258,-0.991750682096774,-0.959242165084746,-0.977821335571429
"fBodyBodyGyroJerkMag-meanFreq()",30,0.102346297253846,-0.0714398678692308,0.0227158393209677,0.216651118587097,-0.131720538194746,0.107252553754286
"tBodyAcc-std()-X",30,-0.346394275230769,-0.350504475230769,-0.0577703163548387,-0.983622744193548,-0.977559426949153,-0.976362515428571
"tBodyAcc-std()-Y",30,-0.173550021692308,-0.127311157607692,-0.0272628077709677,-0.937857000806452,-0.891654527118644,-0.954201823857143
"tBodyAcc-std()-Z",30,-0.120476783907692,0.0249468034966154,-0.217275690290323,-0.950654041290323,-0.912850596949152,-0.967044236428571
"tGravityAcc-std()-X",30,-0.979752466923077,-0.954033624307692,-0.958890388709677,-0.978364712258065,-0.996420919152542,-0.979563942714286
"tGravityAcc-std()-Y",30,-0.970176562153846,-0.914933936,-0.918678752419355,-0.959361306774194,-0.95814576338983,-0.988930714857143
"tGravityAcc-std()-Z",30,-0.943958420615385,-0.862402791230769,-0.87766706,-0.956635663064516,-0.949207368305085,-0.983274524857143
"tBodyAccJerk-std()-X",30,-0.374400941384615,-0.535420203384615,-0.226643901120968,-0.988864577419355,-0.968430745254237,-0.977463775571429
"tBodyAccJerk-std()-Y",30,-0.270709274446154,-0.587214542923077,-0.194656096556452,-0.980420928387097,-0.957318881355932,-0.971049778142857
"tBodyAccJerk-std()-Z",30,-0.521351855076923,-0.761942025384615,-0.467070153387097,-0.988164381290323,-0.968897316101695,-0.979517896142857
"tBodyGyro-std()-X",30,-0.387920593846154,-0.493837520761538,-0.265923160895161,-0.988132669516129,-0.911408517966102,-0.973662822428571
"tBodyGyro-std()-Y",30,0.00600277892,-0.0840481513184615,-0.285392416354839,-0.976477561935484,-0.94070541220339,-0.966041673
"tBodyGyro-std()-Z",30,-0.182569652430769,-0.211573579892308,-0.29537036283871,-0.955053200806452,-0.93083468440678,-0.968889156142857
"tBodyGyroJerk-std()-X",30,-0.460345386153846,-0.742749529538462,-0.542764507096774,-0.993868545483871,-0.960119074237288,-0.983775833714286
"tBodyGyroJerk-std()-Y",30,-0.497621802307692,-0.743336958461538,-0.613796303064516,-0.992491322903226,-0.968135006271186,-0.980357062142857
"tBodyGyroJerk-std()-Z",30,-0.476208796153846,-0.665150619230769,-0.498882854032258,-0.988124495645161,-0.970845670677966,-0.980768874571429
"tBodyAccMag-std()",30,-0.359873411538462,-0.327410815861538,-0.0135771208822581,-0.942901466612903,-0.916570441355932,-0.960167907285714
"tGravityAccMag-std()",30,-0.359873411538462,-0.327410815861538,-0.0135771208822581,-0.942901466612903,-0.916570441355932,-0.960167907285714
"tBodyAccJerkMag-std()",30,-0.353751020923077,-0.561837706461538,-0.125283184512903,-0.98605764,-0.950762271186441,-0.969642290285714
"tBodyGyroMag-std()",30,-0.266845731292308,-0.169293534323077,-0.208267542032258,-0.960641288225806,-0.887247636779661,-0.951264441
"tBodyGyroJerkMag-std()",30,-0.546977272307692,-0.774439096769231,-0.617662073548387,-0.991280225,-0.955995671864407,-0.976177142571429
"fBodyAcc-std()-X",30,-0.344928112461538,-0.326260358153846,-0.0405257091567742,-0.983231005483871,-0.980426575762712,-0.977045260571429
"fBodyAcc-std()-Y",30,-0.215634315369231,-0.104299180318462,-0.0934682613774194,-0.933992577903226,-0.885572781694915,-0.9535584
"fBodyAcc-std()-Z",30,-0.0931447617846154,0.121447414920923,-0.257393372287097,-0.946203823387097,-0.907286793050847,-0.967188198571429
"fBodyAccJerk-std()-X",30,-0.415135398,-0.561565206615385,-0.289802729403226,-0.990017564516129,-0.972216728644068,-0.980350748142857
"fBodyAccJerk-std()-Y",30,-0.289466095323077,-0.610826602,-0.217432019258065,-0.981902116451613,-0.960442360508475,-0.972434196714286
"fBodyAccJerk-std()-Z",30,-0.575410267076923,-0.78475388,-0.535515048387097,-0.988971211935484,-0.973954338305085,-0.982281553142857
"fBodyGyro-std()-X",30,-0.399032346,-0.503484236964615,-0.278386596338226,-0.988484803225806,-0.911718163220339,-0.974488400714286
"fBodyGyro-std()-Y",30,0.0955456046230769,0.0449545535584615,-0.255732054951613,-0.973804950806452,-0.939469774067797,-0.965134152428571
"fBodyGyro-std()-Z",30,-0.237941473615385,-0.253427074984615,-0.371541476129032,-0.95730868516129,-0.935176884915254,-0.972199238
"fBodyAccMag-std()",30,-0.469852794923077,-0.394508080769231,-0.178535173268548,-0.943543732580645,-0.921733233050847,-0.964051810714286
"fBodyBodyAccJerkMag-std()",30,-0.366537416615385,-0.580878133230769,-0.133124304612577,-0.985294959032258,-0.946639846949153,-0.968087778
"fBodyBodyGyroMag-std()",30,-0.331541740923077,-0.151472278383077,-0.252361882572581,-0.959513937258065,-0.888872227966102,-0.952644449285714
"fBodyBodyGyroJerkMag-std()",30,-0.578580044615385,-0.791349425076923,-0.645503942419355,-0.990946424516129,-0.955008564237288,-0.975481548714286
