"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"fBodyGyro-meanFreq()-Y",13,0.0741273597017544,-0.293383223927273,0.0665268394489362,-0.106178686469388,-0.170676014929825,-0.042663103
"fBodyGyro-meanFreq()-Z",13,0.126014216489474,-0.240720823,-0.034630804087234,0.013649216527551,-0.0652523063612105,0.14650938193871
"fBodyAccMag-mean()",13,-0.23460086645614,-0.367522800909091,0.0528791880659574,-0.956901559653061,-0.972393559473684,-0.959535493548387
"fBodyAccMag-meanFreq()",13,0.253532325631579,-0.15090472406,0.0821411398170213,0.150538936606122,0.0936059842982456,0.0815111222612903
"fBodyBodyAccJerkMag-mean()",13,-0.15211150075614,-0.425100006545455,-0.0282156656914894,-0.988348535306122,-0.981977536491228,-0.980754385967742
"fBodyBodyAccJerkMag-meanFreq()",13,0.118031208750877,-0.0278380090472727,0.0266434248106383,0.360646362877551,0.298745382305263,0.300750657951613
"fBodyBodyGyroMag-mean()",13,-0.267472373877193,-0.485477308909091,-0.206121707212766,-0.973258277755102,-0.957488799473684,-0.957681621290323
"fBodyBodyGyroMag-meanFreq()",13,0.302576933403509,-0.104131147823636,0.257421061128511,0.00767543343469388,-0.116504835842105,0.050207734033871
"fBodyBodyGyroJerkMag-mean()",13,-0.338527133789474,-0.656088544363636,-0.266399903210638,-0.991723741632653,-0.977197403859649,-0.978150814032258
"fBodyBodyGyroJerkMag-meanFreq()",13,0.229037956496491,0.107301253870909,0.207435719,0.191102234,0.175957474047544,0.0544469963870968
"tBodyAcc-std()-X",13,-0.346980394210526,-0.296284597454545,-0.0681563626617021,-0.989546275306122,-0.991020759298246,-0.968891989354839
"tBodyAcc-std()-Y",13,0.141866689392982,0.104470773801818,-0.03212524665,-0.938967741632653,-0.949422439473684,-0.950947949516129
"tBodyAcc-std()-Z",13,-0.220503537026316,-0.217210568085455,-0.158333146191489,-0.938641215510204,-0.967538031754386,-0.950392995483871
"tGravityAcc-std()-X",13,-0.97254492245614,-0.946441502363636,-0.952643084042553,-0.981379112653061,-0.992232401754386,-0.957875244677419
"tGravityAcc-std()-Y",13,-0.960899845614035,-0.922054968727273,-0.92854437106383,-0.951353064693878,-0.974681225789474,-0.975948136290323
"tGravityAcc-std()-Z",13,-0.948637587719298,-0.910271096181818,-0.893962984042553,-0.930979556938776,-0.976827157368421,-0.959892863709677
"tBodyAccJerk-std()-X",13,-0.220910068015789,-0.487325539818182,-0.0740908045319149,-0.992827264081633,-0.987636104210526,-0.98541995
"tBodyAccJerk-std()-Y",13,0.0565488771722807,-0.323333932218182,-0.149027773519149,-0.984267557755102,-0.977704172105263,-0.980152342903226
"tBodyAccJerk-std()-Z",13,-0.374633172105263,-0.660921263636364,-0.31704660987234,-0.987612090204082,-0.986926242631579,-0.983070657419355
"tBodyGyro-std()-X",13,-0.376059914210526,-0.541066687090909,-0.417014161553191,-0.985844263265306,-0.955577395789474,-0.972143470322581
"tBodyGyro-std()-Y",13,-0.290023550315789,-0.403572169636364,-0.198848161170213,-0.979668456122449,-0.971721755964912,-0.96270462
"tBodyGyro-std()-Z",13,-0.363369948070175,-0.211805111745455,-0.322774082765957,-0.966896414285714,-0.973436596140351,-0.967350513709677
"tBodyGyroJerk-std()-X",13,-0.216812065298246,-0.631037584,-0.463736674255319,-0.991371016938775,-0.978465124561404,-0.981404742903226
"tBodyGyroJerk-std()-Y",13,-0.35776089977193,-0.678805915818182,-0.259163248340426,-0.991773350204082,-0.980982661403509,-0.978854747419355
"tBodyGyroJerk-std()-Z",13,-0.341765824491228,-0.550880346909091,-0.367089485595745,-0.989861382040816,-0.985177042982456,-0.989801549193548
"tBodyAccMag-std()",13,-0.292546377017544,-0.326339622181818,-0.0156098198829787,-0.937935738571429,-0.968519673859649,-0.947944746612903
"tGravityAccMag-std()",13,-0.292546377017544,-0.326339622181818,-0.0156098198829787,-0.937935738571429,-0.968519673859649,-0.947944746612903
"tBodyAccJerkMag-std()",13,-0.131788528797719,-0.451225931090909,-0.0433959844,-0.988813098163265,-0.981865616666667,-0.980066243387097
"tBodyGyroMag-std()",13,-0.253240071964912,-0.415658606181818,-0.236762631468085,-0.963940591428571,-0.944980198421053,-0.944687480967742
"tBodyGyroJerkMag-std()",13,-0.322118379807018,-0.669216383090909,-0.27649151037234,-0.991414934897959,-0.976197659649123,-0.975113305645161
"fBodyAcc-std()-X",13,-0.353299848947368,-0.266081292363636,-0.0680436217021277,-0.989410582653061,-0.991817705263158,-0.966960088387097
"fBodyAcc-std()-Y",13,0.0921968931052632,0.114656709636364,-0.0924444167085106,-0.933666502510204,-0.947179813157895,-0.947462328225806
"fBodyAcc-std()-Z",13,-0.269896395250877,-0.184842227972182,-0.233315176510213,-0.934189007346939,-0.964048080877193,-0.945852135806452
"fBodyAccJerk-std()-X",13,-0.219716159766667,-0.514337759454545,-0.114744976032191,-0.99368217,-0.988185112807018,-0.98707817516129
"fBodyAccJerk-std()-Y",13,0.0946741596910526,-0.319400410981818,-0.141775116319149,-0.985908120408163,-0.979412252631579,-0.981394261612903
"fBodyAccJerk-std()-Z",13,-0.406173351578947,-0.689235778909091,-0.356579475531915,-0.988612100204082,-0.987871530526316,-0.983670049354839
"fBodyGyro-std()-X",13,-0.435714710526316,-0.562911002545455,-0.452190386808511,-0.986714694081633,-0.955818411578947,-0.973446792419355
"fBodyGyro-std()-Y",13,-0.318618506122807,-0.364283258727273,-0.24966032923617,-0.97827070877551,-0.97142515122807,-0.959944126451613
"fBodyGyro-std()-Z",13,-0.455333900526316,-0.272525011818182,-0.427008254255319,-0.969451754693878,-0.97553326754386,-0.969797214516129
"fBodyAccMag-std()",13,-0.438388953157895,-0.409065516363636,-0.210912766382979,-0.938529931020408,-0.970445378947368,-0.949431319193548
"fBodyBodyAccJerkMag-std()",13,-0.113591923723684,-0.491090809090909,-0.0709893839055319,-0.988332303469388,-0.980621262631579,-0.978044349516129
"fBodyBodyGyroMag-std()",13,-0.379951835438597,-0.470770800363636,-0.400560061212766,-0.96426809755102,-0.946857485438596,-0.946133432096774
"fBodyBodyGyroJerkMag-std()",13,-0.349285611070175,-0.712261499636364,-0.343094861202128,-0.991219445918367,-0.976467330175439,-0.972798632258065
