"","Subject","LAYING","SITTING","STANDING","WALKING","WALKING_DOWNSTAIRS","WALKING_UPSTAIRS"
"fBodyAcc-mean()-X",14,-0.421498172542373,-0.323508442240741,0.0212541553977778,-0.976456609259259,-0.9726995625,-0.933936178235294
"fBodyAcc-mean()-Y",14,-0.174601844847458,0.0163939234574074,0.3714824704,-0.932644766111111,-0.942178248333333,-0.930366906078431
"fBodyAcc-mean()-Z",14,-0.177366434042373,0.191693742633333,0.280735952206667,-0.944126078888889,-0.9424220265,-0.927882307058824
"fBodyAcc-meanFreq()-X",14,-0.358804611016949,-0.389133559537037,-0.349609935577778,-0.145044030516667,-0.245905018933333,-0.442950364647059
"fBodyAcc-meanFreq()-Y",14,-0.143666881322034,-0.366543121851852,-0.00777749593111111,-0.0904275272388889,-0.138431166621667,-0.149752054909804
"fBodyAcc-meanFreq()-Z",14,-0.175528830052542,-0.367877189296296,-0.0984339940222222,-0.0357959046777778,0.00253022625,0.0313442249705882
"fBodyAccJerk-mean()-X",14,-0.472360616779661,-0.383497147037037,-0.0337820458644444,-0.981566649444444,-0.97818164,-0.972010709215686
"fBodyAccJerk-mean()-Y",14,-0.376766600508475,-0.347606639592593,0.164775056133333,-0.968951769814815,-0.967249904833333,-0.969342124313725
"fBodyAccJerk-mean()-Z",14,-0.415899179152542,-0.264008468333333,-0.0248789805888889,-0.97275196962963,-0.966718434333333,-0.968593195686275
"fBodyAccJerk-meanFreq()-X",14,-0.255900962474576,-0.263935056981481,-0.2710115324,0.00357106024444444,0.0237594244966667,-0.158599091641176
"fBodyAccJerk-meanFreq()-Y",14,-0.363463832288136,-0.487347927037037,-0.306938978377778,-0.232143578944444,-0.212196767033333,-0.231153333607843
"fBodyAccJerk-meanFreq()-Z",14,-0.323114421728814,-0.52152949537037,-0.295300085844444,-0.149511316833333,-0.0690826053566667,-0.0887922483196078
"fBodyGyro-mean()-X",14,-0.508595851864407,-0.441048358648148,-0.295315541666667,-0.978577117592593,-0.957111767,-0.949959040588235
"fBodyGyro-mean()-Y",14,-0.215894949525424,0.118687692187963,0.0132082347333333,-0.969806729814815,-0.9508361945,-0.938087898235294
"fBodyGyro-mean()-Z",14,-0.212925759152542,0.196703218737037,0.492414379822222,-0.957020858888889,-0.950999877833333,-0.949107162941176
"fBodyGyro-meanFreq()-X",14,-0.159441618728814,-0.389723705407407,-0.250106322244444,-0.107487047964444,-0.306015725890333,-0.236882321219608
"fBodyGyro-meanFreq()-Y",14,-0.420295651864407,-0.521877343333333,-0.207057454377778,-0.34128282392963,-0.2780036534,-0.277833948752941
"fBodyGyro-meanFreq()-Z",14,-0.36097030020339,-0.501572597962963,-0.113453380786667,-0.0834989971537037,-0.198897454968333,0.023333252745098
"fBodyAccMag-mean()",14,-0.373516771016949,-0.0759851813333333,0.471905155133333,-0.940589853333333,-0.949715059833333,-0.899463668843137
"fBodyAccMag-meanFreq()",14,-0.0368327907423729,-0.168723817533333,0.000464165078,0.015368050237037,-0.0374702781666667,-0.131771172645098
"fBodyBodyAccJerkMag-mean()",14,-0.431591453389831,-0.288744334092593,0.186223478065556,-0.972985342962963,-0.970214125833333,-0.96798859627451
"fBodyBodyAccJerkMag-meanFreq()",14,0.164708200554237,0.0399288326018519,-0.00170923580888889,0.19841410045,0.214251895888333,0.175722996629412
"fBodyBodyGyroMag-mean()",14,-0.311386449661017,0.0488588668185185,-0.0787568406777778,-0.963320540555556,-0.944405563833333,-0.930151731176471
"fBodyBodyGyroMag-meanFreq()",14,-0.0398346768694915,-0.287413084037037,0.0800347917133333,-0.171970730796296,-0.191031011271667,-0.190837039343137
"fBodyBodyGyroJerkMag-mean()",14,-0.591036936101695,-0.457250612407407,-0.254747132274667,-0.987324239259259,-0.969175636833333,-0.966455343137255
"fBodyBodyGyroJerkMag-meanFreq()",14,0.200917234084746,0.076347168,0.05293374262,0.0740675933385185,0.0125408702516667,0.121643800647059
"tBodyAcc-std()-X",14,-0.402639098135593,-0.309396717592593,0.0178313402266667,-0.976302248148148,-0.973268905,-0.917501887333333
"tBodyAcc-std()-Y",14,-0.0536126686650847,0.307195533,0.378870491755556,-0.914935703907407,-0.928525725333333,-0.909697040980392
"tBodyAcc-std()-Z",14,0.0518841040022034,0.609017879074074,0.451576075111111,-0.922774835740741,-0.9222763115,-0.900331921686275
"tGravityAcc-std()-X",14,-0.974816884237288,-0.928523640925926,-0.919098794,-0.976280399444444,-0.972005366333333,-0.862136937254902
"tGravityAcc-std()-Y",14,-0.954455935762712,-0.907231431296296,-0.920725940666667,-0.95032266362963,-0.965781048333333,-0.94877486372549
"tGravityAcc-std()-Z",14,-0.947516969830508,-0.875450819074074,-0.879565316666667,-0.938415738148148,-0.940757718,-0.90130385627451
"tBodyAccJerk-std()-X",14,-0.454497019661017,-0.368780418888889,0.0129597549231111,-0.980890655185185,-0.978248526,-0.971473557058824
"tBodyAccJerk-std()-Y",14,-0.344339569152542,-0.336427181240741,0.192791766468889,-0.967828356296296,-0.966362425833333,-0.96812761745098
"tBodyAccJerk-std()-Z",14,-0.472791088644068,-0.327868814314815,-0.133634060621778,-0.976133383518519,-0.970766734,-0.972431855490196
"tBodyGyro-std()-X",14,-0.60038822220339,-0.454283337592593,-0.354551638377778,-0.980829981481481,-0.9610917615,-0.957221015098039
"tBodyGyro-std()-Y",14,-0.0148392604279661,0.476518714444444,0.0569902222622222,-0.962048191666667,-0.9462806205,-0.932499780588235
"tBodyGyro-std()-Z",14,-0.12609080020339,0.564875818162963,0.356198597177778,-0.952904383518518,-0.946589134666667,-0.952296965294118
"tBodyGyroJerk-std()-X",14,-0.571759911525424,-0.646611034444444,-0.537002097555556,-0.990284240185185,-0.969948875166667,-0.970274962745098
"tBodyGyroJerk-std()-Y",14,-0.536737701694915,-0.371479721296296,-0.284318020488889,-0.986911323888889,-0.9706929555,-0.968042893529412
"tBodyGyroJerk-std()-Z",14,-0.497187687966102,-0.359816626703704,0.0913857550044444,-0.982819138888889,-0.974687865833333,-0.979711372941176
"tBodyAccMag-std()",14,-0.36380562779661,-0.0197686685018519,0.428405922622222,-0.92549582962963,-0.936735577166667,-0.856593119215686
"tGravityAccMag-std()",14,-0.36380562779661,-0.0197686685018519,0.428405922622222,-0.92549582962963,-0.936735577166667,-0.856593119215686
"tBodyAccJerkMag-std()",14,-0.439746918474576,-0.337086266574074,0.194708838913556,-0.973343388888889,-0.970437182833333,-0.966450909019608
"tBodyGyroMag-std()",14,-0.201401930542373,0.299975979851852,-0.0665144570666667,-0.947081158333333,-0.931426203833333,-0.913433185882353
"tBodyGyroJerkMag-std()",14,-0.606103313898305,-0.485819293703704,-0.274744003577778,-0.986963989814815,-0.966834217,-0.964009921960784
"fBodyAcc-std()-X",14,-0.395859985762712,-0.304980247962963,0.0140826092322222,-0.976303056851852,-0.973605553666667,-0.911972655156863
"fBodyAcc-std()-Y",14,-0.0542709972186441,0.356072772037037,0.29363389996,-0.911591208203704,-0.926055903,-0.905221049156863
"fBodyAcc-std()-Z",14,0.0854892136933898,0.687124163703704,0.427563832371111,-0.917678155296296,-0.917781858666667,-0.894055710980392
"fBodyAccJerk-std()-X",14,-0.484797709830508,-0.41096787037037,-0.0302396365755556,-0.981920831111111,-0.980396601666667,-0.973491388039216
"fBodyAccJerk-std()-Y",14,-0.353526894237288,-0.371572473072222,0.138737970022222,-0.968943674259259,-0.967830182166667,-0.969113291372549
"fBodyAccJerk-std()-Z",14,-0.528889535084746,-0.391077873148148,-0.244857128202222,-0.978180020925926,-0.973594305166667,-0.97491443
"fBodyGyro-std()-X",14,-0.630082075932203,-0.464742933888889,-0.378882872733333,-0.981573087222222,-0.962741032833333,-0.959740488627451
"fBodyGyro-std()-Y",14,0.0832950551222034,0.646233637037037,0.0741391154937778,-0.958227403148148,-0.944306864,-0.929955407058824
"fBodyGyro-std()-Z",14,-0.180232949016949,0.522454216314815,0.182794696328889,-0.956028807962963,-0.950162705166667,-0.957790479803922
"fBodyAccMag-std()",14,-0.457490009491525,-0.143253889222222,0.178684580868889,-0.929193937222222,-0.939799869833333,-0.859606047058823
"fBodyBodyAccJerkMag-std()",14,-0.453426008983051,-0.409847649281481,0.194263424111111,-0.972959409444444,-0.969677515666667,-0.963607433921569
"fBodyBodyGyroMag-std()",14,-0.265504551525424,0.236659662496296,-0.223927430580444,-0.946517963703704,-0.934815560833333,-0.917760104901961
"fBodyBodyGyroJerkMag-std()",14,-0.65567766220339,-0.564964076388889,-0.356849425488889,-0.987065177777778,-0.966019259166667,-0.963666018039216
